ID,Age,Income,Sex,Marital status,Education,Occupation,Settlement size,Segment,SegmentLabel
100001077,71,211572,1,1,3,2,1,0,well-off
100001078,59,136123,0,0,2,1,1,0,well-off
100001079,60,176372,0,1,2,1,1,0,well-off
100001080,60,128271,1,1,2,1,1,0,well-off
100001081,45,169020,1,1,2,2,2,0,well-off
100001082,63,122267,0,0,2,1,2,0,well-off
100001083,38,169324,0,1,3,2,2,0,well-off
100001084,46,192561,1,1,2,2,1,0,well-off
100001085,55,145781,0,1,2,1,2,0,well-off
100001086,50,135376,0,1,2,1,1,0,well-off
100001087,30,169002,1,1,3,2,2,0,well-off
100001088,63,128469,0,0,2,1,2,0,well-off
100001089,67,135567,0,0,2,1,1,0,well-off
100001090,54,170644,1,1,2,2,2,0,well-off
100001091,71,192360,0,0,2,2,1,0,well-off
100001092,32,133235,1,1,3,1,2,0,well-off
100001093,45,260847,1,1,2,2,2,0,well-off
100001094,65,285647,0,0,2,2,2,0,well-off
100001095,62,164816,0,0,2,2,1,0,well-off
100001096,28,130148,1,1,3,0,2,0,well-off
100001097,65,129838,0,0,2,1,1,0,well-off
100001098,57,281647,0,0,2,2,1,0,well-off
100001099,48,157305,1,1,2,1,2,0,well-off
100001100,71,163654,1,1,3,1,1,0,well-off
100001101,38,82398,0,0,1,1,1,2,career-focused
100001102,40,107710,0,1,1,1,1,2,career-focused
100001103,49,122346,0,0,1,1,1,2,career-focused
100001104,32,155540,0,1,1,2,1,2,career-focused
100001105,45,127572,0,0,1,1,1,2,career-focused
100001106,40,154031,0,0,1,2,1,2,career-focused
100001107,66,164931,0,0,2,2,2,0,well-off
100001108,38,123003,0,0,1,1,2,2,career-focused
100001109,20,89605,0,1,1,1,1,3,standard
100001110,48,117721,0,0,1,1,1,2,career-focused
100001111,46,168904,0,1,2,2,1,0,well-off
100001112,32,137576,0,0,1,2,2,2,career-focused
100001113,54,111274,0,0,1,1,1,2,career-focused
100001114,24,94249,0,1,1,2,2,2,career-focused
100001115,27,180940,0,1,1,2,1,2,career-focused
100001116,57,125032,0,0,1,1,2,2,career-focused
100001117,38,138011,0,0,1,2,1,2,career-focused
100001118,40,144850,0,0,1,1,1,2,career-focused
100001119,20,107270,0,1,1,1,2,2,career-focused
100001120,36,113405,0,0,1,2,2,2,career-focused
100001121,47,137338,0,0,1,1,2,2,career-focused
100001122,64,125119,0,0,2,0,2,0,well-off
100001123,42,159745,0,0,1,2,2,2,career-focused
100001124,44,181262,0,0,1,2,2,2,career-focused
100001125,30,90500,0,1,1,2,2,2,career-focused
100001126,37,102733,0,0,1,1,1,2,career-focused
100001127,42,135493,0,0,1,1,2,2,career-focused
100001128,62,169044,0,1,2,1,1,0,well-off
100001129,49,178549,0,0,1,1,2,2,career-focused
100001130,52,159716,0,0,1,1,2,2,career-focused
100001131,36,170118,0,1,1,2,1,2,career-focused
100001132,49,143886,0,0,1,0,1,1,fewer-opportunities
100001133,42,130164,0,0,1,2,2,2,career-focused
100001134,38,114476,0,0,1,1,1,2,career-focused
100001135,50,126143,0,0,1,1,1,2,career-focused
100001136,34,129654,0,1,1,2,2,2,career-focused
100001137,43,123202,0,0,1,1,2,2,career-focused
100001138,40,160524,0,0,1,1,1,2,career-focused
100001139,56,126906,0,0,2,1,1,0,well-off
100001140,41,143994,0,0,1,2,2,2,career-focused
100001141,30,123517,0,1,1,2,2,2,career-focused
100001142,28,129055,0,1,1,1,2,2,career-focused
100001143,64,136312,0,0,2,0,2,0,well-off
100001144,67,112486,0,0,2,1,2,0,well-off
100001145,37,152401,0,0,1,2,1,2,career-focused
100001146,31,157453,0,0,1,2,1,2,career-focused
100001147,32,142870,0,0,1,2,2,2,career-focused
100001148,52,137231,0,1,2,1,2,0,well-off
100001149,31,104406,0,1,1,1,1,3,standard
100001150,36,145385,0,0,1,2,1,2,career-focused
100001151,32,146519,0,1,1,2,1,2,career-focused
100001152,51,126227,0,0,1,1,2,2,career-focused
100001153,47,112227,0,0,1,2,1,2,career-focused
100001154,34,110145,0,1,1,1,2,2,career-focused
100001155,46,149419,0,1,2,1,1,0,well-off
100001156,42,176646,0,1,1,1,1,2,career-focused
100001157,39,91019,0,0,1,2,1,2,career-focused
100001158,50,169579,0,0,1,1,2,2,career-focused
100001159,42,142305,0,0,1,1,2,2,career-focused
100001160,36,130602,0,1,1,1,1,2,career-focused
100001161,18,98992,0,1,1,1,1,3,standard
100001162,35,181926,0,0,1,2,2,2,career-focused
100001163,38,152864,0,0,1,1,2,2,career-focused
100001164,39,135837,0,0,1,2,2,2,career-focused
100001165,24,121757,0,1,1,0,2,3,standard
100001166,41,182274,0,0,1,1,1,2,career-focused
100001167,36,149040,0,0,1,2,2,2,career-focused
100001168,37,154196,0,0,1,2,2,2,career-focused
100001169,45,135332,0,1,2,1,1,0,well-off
100001170,41,134200,0,0,1,2,2,2,career-focused
100001171,36,177171,0,0,1,2,2,2,career-focused
100001172,38,115964,0,0,1,0,2,2,career-focused
100001173,38,136871,0,0,1,0,1,1,fewer-opportunities
100001174,53,159559,0,1,2,2,2,0,well-off
100001175,35,113878,0,0,1,1,2,2,career-focused
100001176,48,171203,0,0,1,2,2,2,career-focused
100001177,36,102180,0,0,1,1,2,2,career-focused
100001178,22,116844,0,1,1,2,1,2,career-focused
100001179,35,139844,0,0,1,2,2,2,career-focused
100001180,42,156431,0,0,1,0,1,1,fewer-opportunities
100001181,39,116137,0,0,1,0,1,1,fewer-opportunities
100001182,31,143081,0,0,1,1,1,2,career-focused
100001183,33,155870,0,0,1,2,2,2,career-focused
100001184,31,106924,0,1,1,0,1,3,standard
100001185,42,102133,0,0,1,1,1,2,career-focused
100001186,61,145227,0,0,2,0,1,0,well-off
100001187,38,159500,0,0,1,2,2,2,career-focused
100001188,33,98498,0,0,1,0,1,1,fewer-opportunities
100001189,48,159714,0,0,1,1,2,2,career-focused
100001190,31,121852,0,0,1,0,1,1,fewer-opportunities
100001191,52,141271,0,0,1,2,2,2,career-focused
100001192,27,123213,0,1,1,1,2,2,career-focused
100001193,40,143723,0,0,1,2,1,2,career-focused
100001194,34,112538,0,0,1,0,1,1,fewer-opportunities
100001195,26,97932,0,1,1,2,2,2,career-focused
100001196,30,154003,0,0,1,0,1,1,fewer-opportunities
100001197,53,177179,0,0,1,1,1,2,career-focused
100001198,45,128052,0,0,1,1,2,2,career-focused
100001199,32,114617,0,0,1,2,1,2,career-focused
100001200,35,182822,0,0,1,2,2,2,career-focused
100001201,26,177215,0,1,1,1,2,2,career-focused
100001202,30,110929,0,0,1,1,1,2,career-focused
100001203,37,111821,0,0,1,1,1,2,career-focused
100001204,32,97306,0,0,1,2,1,2,career-focused
100001205,40,157231,0,1,1,1,1,2,career-focused
100001206,44,126906,0,0,1,0,2,2,career-focused
100001207,43,133243,0,0,1,1,2,2,career-focused
100001208,51,112250,0,0,1,1,1,2,career-focused
100001209,37,104349,0,0,1,0,1,1,fewer-opportunities
100001210,33,151421,0,0,1,1,2,2,career-focused
100001211,32,178081,0,1,1,2,1,2,career-focused
100001212,35,110181,0,0,1,0,2,2,career-focused
100001213,30,113012,0,1,1,1,1,3,standard
100001214,35,154585,0,1,1,2,2,2,career-focused
100001215,40,144704,0,0,1,2,1,2,career-focused
100001216,37,141632,0,0,1,2,2,2,career-focused
100001217,37,105055,0,0,1,1,2,2,career-focused
100001218,37,124597,0,0,1,1,2,2,career-focused
100001219,53,160164,0,0,1,2,1,2,career-focused
100001220,34,151754,0,0,1,2,1,2,career-focused
100001221,51,155551,0,0,1,1,1,2,career-focused
100001222,26,94986,0,1,1,1,2,2,career-focused
100001223,34,175800,0,0,1,0,1,2,career-focused
100001224,51,126246,0,0,1,2,1,2,career-focused
100001225,33,116261,0,0,1,1,2,2,career-focused
100001226,32,117796,0,1,1,0,2,2,career-focused
100001227,39,115363,0,0,1,1,1,2,career-focused
100001228,53,169076,0,0,1,1,1,2,career-focused
100001229,34,97474,0,0,1,2,2,2,career-focused
100001230,37,140341,0,0,1,1,2,2,career-focused
100001231,28,114503,0,1,1,1,1,3,standard
100001232,25,102937,0,1,1,1,2,2,career-focused
100001233,36,151781,0,0,1,2,2,2,career-focused
100001234,36,123133,0,1,1,1,2,2,career-focused
100001235,35,118879,0,0,1,1,2,2,career-focused
100001236,21,158683,0,1,1,1,1,2,career-focused
100001237,29,107514,0,1,1,1,2,2,career-focused
100001238,60,193879,0,0,2,1,1,0,well-off
100001239,45,135043,0,0,1,1,1,2,career-focused
100001240,56,108559,0,1,2,0,1,0,well-off
100001241,30,121038,0,1,1,1,2,2,career-focused
100001242,52,151947,0,0,1,2,2,2,career-focused
100001243,26,118820,0,1,1,1,1,3,standard
100001244,43,121517,0,0,1,1,1,2,career-focused
100001245,34,113572,0,0,1,1,1,2,career-focused
100001246,22,131170,0,1,1,1,2,2,career-focused
100001247,42,92430,0,0,1,0,1,1,fewer-opportunities
100001248,38,124554,0,0,1,0,1,1,fewer-opportunities
100001249,29,115988,0,1,1,1,2,2,career-focused
100001250,44,107301,0,0,1,1,2,2,career-focused
100001251,29,103767,0,1,1,2,1,2,career-focused
100001252,44,141493,0,0,1,1,2,2,career-focused
100001253,38,154339,0,0,1,1,2,2,career-focused
100001254,26,112369,0,1,1,0,1,3,standard
100001255,53,158193,0,0,1,1,1,2,career-focused
100001256,43,143734,0,0,1,1,1,2,career-focused
100001257,33,121890,0,0,1,1,1,2,career-focused
100001258,52,127609,0,0,1,0,1,1,fewer-opportunities
100001259,26,94650,0,1,1,0,2,3,standard
100001260,38,175504,0,0,1,2,1,2,career-focused
100001261,47,165495,0,0,1,1,2,2,career-focused
100001262,26,120389,0,1,1,1,1,3,standard
100001263,36,165340,0,1,1,1,1,2,career-focused
100001264,36,119804,0,0,1,1,1,2,career-focused
100001265,57,154344,0,0,2,2,1,0,well-off
100001266,31,106266,0,1,1,2,2,2,career-focused
100001267,45,136129,0,0,1,1,1,2,career-focused
100001268,40,151914,0,0,1,2,1,2,career-focused
100001269,21,121473,0,1,1,1,1,3,standard
100001270,46,127147,0,0,1,1,2,2,career-focused
100001271,35,125387,0,0,1,1,2,2,career-focused
100001272,31,139490,0,1,1,0,2,2,career-focused
100001273,51,124990,0,0,1,1,2,2,career-focused
100001274,21,101471,0,1,1,2,1,2,career-focused
100001275,48,155708,0,0,1,1,1,2,career-focused
100001276,48,142345,0,0,1,1,2,2,career-focused
100001277,68,148675,0,0,2,0,1,0,well-off
100001278,45,116484,0,1,2,1,2,0,well-off
100001279,35,150237,0,0,1,2,2,2,career-focused
100001280,22,100273,0,1,1,1,2,2,career-focused
100001281,44,122292,0,0,1,0,1,1,fewer-opportunities
100001282,52,159216,0,0,1,1,1,2,career-focused
100001283,48,130082,0,0,1,1,2,2,career-focused
100001284,33,139547,0,0,1,1,2,2,career-focused
100001285,35,122895,0,1,1,1,1,2,career-focused
100001286,64,154549,0,1,2,1,1,0,well-off
100001287,58,149315,0,0,1,0,2,2,career-focused
100001288,24,118101,0,1,1,0,2,3,standard
100001289,40,115831,0,0,1,0,2,2,career-focused
100001290,49,118571,0,0,1,2,2,2,career-focused
100001291,31,138906,0,0,1,1,2,2,career-focused
100001292,46,98520,0,0,1,1,2,2,career-focused
100001293,46,106576,0,0,1,1,1,2,career-focused
100001294,49,121592,0,0,1,1,1,2,career-focused
100001295,29,135605,0,0,1,0,1,1,fewer-opportunities
100001296,37,114552,0,0,1,1,2,2,career-focused
100001297,33,151339,0,0,1,2,1,2,career-focused
100001298,71,170387,0,0,2,1,2,0,well-off
100001299,35,118288,0,0,1,1,2,2,career-focused
100001300,40,109992,0,0,1,1,2,2,career-focused
100001301,27,90654,1,0,1,0,0,1,fewer-opportunities
100001302,61,113290,1,0,2,0,0,0,well-off
100001303,29,100093,1,1,1,1,1,3,standard
100001304,33,109489,1,0,1,1,0,1,fewer-opportunities
100001305,56,139427,1,0,2,0,0,0,well-off
100001306,27,123411,1,1,1,1,1,3,standard
100001307,22,137925,1,1,1,1,0,3,standard
100001308,19,99119,1,1,1,1,0,3,standard
100001309,28,91084,1,1,1,1,1,3,standard
100001310,24,110137,1,1,1,1,1,3,standard
100001311,27,67041,1,1,1,0,0,3,standard
100001312,30,127299,1,1,1,1,1,3,standard
100001313,26,84555,1,0,1,0,0,1,fewer-opportunities
100001314,26,123895,1,1,1,1,0,3,standard
100001315,23,94324,1,1,1,1,1,3,standard
100001316,28,96062,1,1,1,1,0,3,standard
100001317,67,144843,1,1,3,1,0,0,well-off
100001318,27,107485,1,1,1,1,1,3,standard
100001319,32,98573,1,1,1,1,0,3,standard
100001320,24,107462,1,0,1,0,0,1,fewer-opportunities
100001321,28,115809,1,1,1,1,1,3,standard
100001322,48,118749,1,0,2,0,0,1,fewer-opportunities
100001323,32,139112,1,1,1,1,1,3,standard
100001324,25,94075,1,1,1,1,0,3,standard
100001325,57,62002,1,1,2,0,0,3,standard
100001326,28,127262,1,1,1,1,0,3,standard
100001327,24,122846,1,1,1,1,1,3,standard
100001328,25,61907,1,1,1,0,0,3,standard
100001329,31,89287,1,0,1,0,0,1,fewer-opportunities
100001330,33,103696,1,0,1,1,1,1,fewer-opportunities
100001331,50,147603,1,1,2,1,0,0,well-off
100001332,58,139229,1,1,2,0,1,0,well-off
100001333,27,107932,1,1,1,0,0,3,standard
100001334,48,116235,1,1,2,0,0,3,standard
100001335,22,85974,1,1,1,0,0,3,standard
100001336,40,124001,1,1,1,0,0,3,standard
100001337,32,121428,1,1,1,1,0,3,standard
100001338,25,93233,1,0,1,0,0,1,fewer-opportunities
100001339,27,67965,1,1,1,0,0,3,standard
100001340,27,88001,1,1,1,0,0,3,standard
100001341,23,129112,1,1,1,1,0,3,standard
100001342,32,109324,1,1,1,1,1,3,standard
100001343,25,112785,1,1,1,1,1,3,standard
100001344,46,136735,1,1,2,0,0,3,standard
100001345,21,107779,1,1,1,1,1,3,standard
100001346,29,103526,1,1,1,1,0,3,standard
100001347,31,93171,1,1,1,0,0,3,standard
100001348,26,106559,1,0,1,0,0,1,fewer-opportunities
100001349,23,112728,1,1,1,1,1,3,standard
100001350,38,102855,1,0,1,1,1,1,fewer-opportunities
100001351,35,85381,1,0,1,0,0,1,fewer-opportunities
100001352,27,100762,1,1,1,1,1,3,standard
100001353,22,131445,1,1,1,1,1,3,standard
100001354,52,123194,1,1,2,1,0,0,well-off
100001355,19,99519,1,1,1,1,1,3,standard
100001356,23,112853,1,1,1,1,0,3,standard
100001357,42,110509,1,0,1,1,0,1,fewer-opportunities
100001358,27,106446,1,1,1,1,1,3,standard
100001359,39,89665,1,1,2,0,0,3,standard
100001360,50,128233,1,1,2,1,1,0,well-off
100001361,36,133615,1,1,1,1,0,3,standard
100001362,25,115833,1,1,1,1,1,3,standard
100001363,27,65560,1,1,1,0,0,3,standard
100001364,30,118642,1,1,1,1,0,3,standard
100001365,22,63635,1,0,1,0,0,1,fewer-opportunities
100001366,27,122649,1,1,1,1,1,3,standard
100001367,31,143321,1,0,1,2,1,2,career-focused
100001368,29,99556,1,1,1,1,0,3,standard
100001369,34,36760,1,0,1,0,0,1,fewer-opportunities
100001370,33,71935,1,0,1,0,0,1,fewer-opportunities
100001371,26,114977,1,1,1,1,0,3,standard
100001372,36,147691,1,1,1,1,1,3,standard
100001373,26,54296,1,1,1,0,0,3,standard
100001374,39,80014,1,1,1,0,0,3,standard
100001375,44,77887,1,1,2,0,0,3,standard
100001376,46,98517,1,1,2,0,0,3,standard
100001377,31,103012,1,1,1,0,0,3,standard
100001378,26,121377,1,0,1,1,0,1,fewer-opportunities
100001379,22,91359,1,1,1,1,1,3,standard
100001380,48,104833,1,0,2,0,0,1,fewer-opportunities
100001381,27,101209,1,1,1,1,0,3,standard
100001382,30,58207,1,0,1,0,0,1,fewer-opportunities
100001383,27,116708,1,1,1,1,1,3,standard
100001384,36,107471,1,1,1,1,1,3,standard
100001385,31,128495,1,1,1,1,0,3,standard
100001386,21,124468,1,0,1,1,0,1,fewer-opportunities
100001387,26,106922,1,1,1,1,1,3,standard
100001388,24,104291,1,0,1,1,0,1,fewer-opportunities
100001389,29,98204,1,1,1,1,0,3,standard
100001390,32,127071,1,1,1,1,0,3,standard
100001391,45,85115,1,1,2,0,0,3,standard
100001392,58,104013,1,1,2,0,0,0,well-off
100001393,25,89863,1,1,1,1,0,3,standard
100001394,67,135300,1,1,3,1,0,0,well-off
100001395,53,107861,1,1,2,0,0,3,standard
100001396,24,123994,1,1,1,1,0,3,standard
100001397,20,91270,1,0,1,0,0,1,fewer-opportunities
100001398,71,133245,1,1,3,0,0,0,well-off
100001399,31,118594,1,1,1,1,1,3,standard
100001400,27,40606,1,1,1,0,0,3,standard
100001401,36,129304,1,1,1,0,0,3,standard
100001402,25,113118,1,1,1,1,0,3,standard
100001403,41,133131,1,0,1,1,0,1,fewer-opportunities
100001404,30,106876,1,1,1,1,1,3,standard
100001405,32,130870,1,1,1,1,1,3,standard
100001406,29,125621,1,1,1,0,0,3,standard
100001407,27,78923,1,0,1,0,0,1,fewer-opportunities
100001408,32,123983,1,1,1,1,0,3,standard
100001409,25,75184,1,1,1,0,0,3,standard
100001410,24,109693,1,0,1,1,0,1,fewer-opportunities
100001411,63,86273,1,1,2,0,0,0,well-off
100001412,42,113190,1,0,2,0,0,1,fewer-opportunities
100001413,22,109274,1,1,1,0,0,3,standard
100001414,46,143489,1,1,2,1,1,0,well-off
100001415,24,99570,1,1,1,1,1,3,standard
100001416,30,139468,1,0,1,1,1,2,career-focused
100001417,44,108627,1,1,2,0,0,3,standard
100001418,25,106355,1,0,1,1,0,1,fewer-opportunities
100001419,27,96952,1,1,1,1,0,3,standard
100001420,27,141502,1,1,1,1,1,3,standard
100001421,34,110420,1,1,1,1,1,3,standard
100001422,18,97741,1,1,1,1,1,3,standard
100001423,25,99583,1,1,1,1,1,3,standard
100001424,21,63698,1,1,1,0,0,3,standard
100001425,26,116688,1,1,1,1,1,3,standard
100001426,27,131542,1,1,1,2,1,3,standard
100001427,25,136055,1,0,1,1,1,2,career-focused
100001428,30,100195,1,1,1,1,1,3,standard
100001429,66,131001,1,0,3,1,0,0,well-off
100001430,25,104062,1,1,1,1,1,3,standard
100001431,43,137689,1,1,2,1,0,0,well-off
100001432,35,137705,1,1,1,1,1,3,standard
100001433,70,69915,1,0,3,0,0,0,well-off
100001434,35,68731,1,0,1,0,0,1,fewer-opportunities
100001435,26,105726,1,1,1,1,0,3,standard
100001436,29,78078,1,0,1,0,0,1,fewer-opportunities
100001437,22,110835,1,1,1,0,0,3,standard
100001438,26,115531,1,0,1,1,1,3,standard
100001439,36,92723,1,1,1,0,0,3,standard
100001440,35,107509,1,1,1,1,1,3,standard
100001441,28,116763,1,1,1,1,1,3,standard
100001442,24,100733,1,1,1,1,0,3,standard
100001443,34,92652,1,1,1,0,0,3,standard
100001444,25,106987,1,1,1,1,0,3,standard
100001445,54,51882,1,1,2,0,0,3,standard
100001446,46,104751,1,0,2,0,0,1,fewer-opportunities
100001447,42,50947,1,1,1,0,0,3,standard
100001448,45,126986,1,0,2,0,0,1,fewer-opportunities
100001449,48,110223,1,0,2,0,0,1,fewer-opportunities
100001450,21,100591,1,0,1,0,0,1,fewer-opportunities
100001451,31,123257,1,1,1,1,0,3,standard
100001452,35,137736,1,0,1,1,1,2,career-focused
100001453,36,110221,1,1,1,1,1,3,standard
100001454,32,99703,1,1,1,0,0,3,standard
100001455,26,106667,1,1,1,0,0,3,standard
100001456,34,143319,1,1,1,1,0,3,standard
100001457,65,135557,1,1,2,1,1,0,well-off
100001458,50,93390,1,1,2,0,0,3,standard
100001459,39,97577,1,1,1,1,0,3,standard
100001460,52,124196,1,0,2,0,0,1,fewer-opportunities
100001461,36,81136,1,1,1,0,0,3,standard
100001462,29,119439,1,1,1,1,0,3,standard
100001463,36,145231,1,1,1,1,1,3,standard
100001464,36,85623,1,1,1,0,0,3,standard
100001465,27,145373,1,1,1,1,1,3,standard
100001466,36,135896,1,1,1,2,1,3,standard
100001467,26,106470,1,1,1,1,1,3,standard
100001468,57,113334,1,0,2,1,1,0,well-off
100001469,27,100560,1,0,1,0,0,1,fewer-opportunities
100001470,58,108442,1,1,2,0,0,0,well-off
100001471,27,64472,1,1,1,0,0,3,standard
100001472,49,120207,1,1,2,1,0,0,well-off
100001473,43,101680,1,1,2,1,0,3,standard
100001474,45,92342,1,0,2,0,0,1,fewer-opportunities
100001475,27,98611,1,1,1,0,0,3,standard
100001476,34,97613,1,1,1,1,1,3,standard
100001477,21,82298,1,1,1,0,0,3,standard
100001478,54,125302,1,1,2,1,1,0,well-off
100001479,43,108725,1,1,2,0,0,3,standard
100001480,25,85569,1,0,1,0,0,1,fewer-opportunities
100001481,57,110372,1,0,2,0,0,0,well-off
100001482,26,100511,1,1,1,1,1,3,standard
100001483,30,110455,1,0,1,1,0,1,fewer-opportunities
100001484,58,141993,1,0,2,0,0,0,well-off
100001485,25,121789,1,1,1,1,1,3,standard
100001486,23,138967,1,1,1,1,0,3,standard
100001487,22,105230,1,0,1,1,0,1,fewer-opportunities
100001488,21,90656,1,1,1,1,1,3,standard
100001489,20,115445,1,1,1,1,1,3,standard
100001490,22,59955,1,1,1,0,0,3,standard
100001491,27,126268,1,0,1,1,1,3,standard
100001492,24,80830,1,0,1,0,0,1,fewer-opportunities
100001493,23,123625,1,1,1,1,0,3,standard
100001494,26,102543,1,1,1,1,1,3,standard
100001495,28,101948,1,0,1,1,0,1,fewer-opportunities
100001496,64,142280,1,1,3,1,0,0,well-off
100001497,26,105434,1,1,1,1,1,3,standard
100001498,31,106115,1,1,1,1,0,3,standard
100001499,28,111057,1,0,1,0,0,1,fewer-opportunities
100001500,25,117758,1,1,1,1,1,3,standard
100001501,49,118396,1,0,2,0,0,1,fewer-opportunities
100001502,33,136260,1,1,1,1,1,3,standard
100001503,27,97192,1,0,1,1,0,1,fewer-opportunities
100001504,59,62101,1,1,2,0,0,3,standard
100001505,28,123497,1,1,1,1,0,3,standard
100001506,24,120326,1,1,1,1,1,3,standard
100001507,26,66645,1,1,1,0,0,3,standard
100001508,33,83429,1,0,1,0,0,1,fewer-opportunities
100001509,37,107539,1,0,1,1,1,1,fewer-opportunities
100001510,46,153880,1,1,2,1,0,0,well-off
100001511,62,140178,1,1,2,0,1,0,well-off
100001512,26,100402,1,0,1,0,0,1,fewer-opportunities
100001513,49,122158,1,1,2,0,0,3,standard
100001514,25,89331,1,1,1,0,0,3,standard
100001515,37,125359,1,1,1,0,0,3,standard
100001516,31,124110,1,0,1,1,0,1,fewer-opportunities
100001517,25,93526,1,0,1,0,0,1,fewer-opportunities
100001518,21,70170,1,1,1,0,0,3,standard
100001519,27,82357,1,1,1,0,0,3,standard
100001520,29,126745,1,1,1,1,0,3,standard
100001521,30,103326,1,1,1,1,1,3,standard
100001522,26,116048,1,1,1,1,1,3,standard
100001523,40,137115,1,1,2,0,0,3,standard
100001524,23,105365,1,1,1,1,1,3,standard
100001525,31,95911,1,1,1,1,0,3,standard
100001526,29,88669,1,1,1,0,0,3,standard
100001527,22,103776,1,0,1,0,0,1,fewer-opportunities
100001528,26,108864,1,1,1,1,1,3,standard
100001529,39,106037,1,0,1,1,1,1,fewer-opportunities
100001530,35,84851,1,0,1,0,0,1,fewer-opportunities
100001531,26,95748,1,1,1,1,1,3,standard
100001532,28,133616,1,1,1,1,1,3,standard
100001533,56,132752,1,1,2,1,0,0,well-off
100001534,22,95712,1,1,1,1,1,3,standard
100001535,26,109063,1,1,1,1,0,3,standard
100001536,41,113521,1,0,1,1,0,1,fewer-opportunities
100001537,29,109380,1,1,1,1,1,3,standard
100001538,42,82558,1,1,2,0,0,3,standard
100001539,50,124777,1,1,2,1,1,0,well-off
100001540,33,133542,1,1,1,1,0,3,standard
100001541,28,116492,1,1,1,1,1,3,standard
100001542,27,68834,1,1,1,0,0,3,standard
100001543,27,124023,1,1,1,1,0,3,standard
100001544,28,63882,1,0,1,0,0,1,fewer-opportunities
100001545,24,122492,1,1,1,1,1,3,standard
100001546,28,141453,1,0,1,2,1,2,career-focused
100001547,32,99327,1,1,1,1,0,3,standard
100001548,32,45590,1,0,1,0,0,1,fewer-opportunities
100001549,30,71167,1,0,1,0,0,1,fewer-opportunities
100001550,29,111992,1,1,1,1,0,3,standard
100001551,37,145140,1,1,1,1,1,3,standard
100001552,24,49672,1,1,1,0,0,3,standard
100001553,36,75536,1,1,1,0,0,3,standard
100001554,40,86720,1,1,2,0,0,3,standard
100001555,51,97729,1,1,2,0,0,3,standard
100001556,33,106808,1,1,1,0,0,3,standard
100001557,31,117971,1,0,1,1,0,1,fewer-opportunities
100001558,29,97731,1,1,1,1,1,3,standard
100001559,48,109196,1,0,2,0,0,1,fewer-opportunities
100001560,25,94905,1,1,1,1,0,3,standard
100001561,28,57480,1,0,1,0,0,1,fewer-opportunities
100001562,23,109175,1,1,1,1,1,3,standard
100001563,32,111174,1,1,1,1,1,3,standard
100001564,34,127255,1,1,1,1,0,3,standard
100001565,23,115499,1,0,1,1,0,1,fewer-opportunities
100001566,25,109499,1,1,1,1,1,3,standard
100001567,25,104696,1,0,1,1,0,1,fewer-opportunities
100001568,27,104467,1,1,1,1,0,3,standard
100001569,29,120157,1,1,1,1,0,3,standard
100001570,46,81200,1,1,2,0,0,3,standard
100001571,61,97558,1,1,2,0,0,0,well-off
100001572,25,95914,1,1,1,1,0,3,standard
100001573,67,128053,1,1,3,1,0,0,well-off
100001574,49,101734,1,1,2,0,0,3,standard
100001575,21,126009,1,1,1,1,0,3,standard
100001576,19,91232,1,0,1,0,0,1,fewer-opportunities
100001577,67,128343,1,1,3,0,0,0,well-off
100001578,31,110040,1,1,1,1,1,3,standard
100001579,27,38247,1,1,1,0,0,3,standard
100001580,37,129027,1,1,1,0,0,3,standard
100001581,27,115026,1,1,1,1,0,3,standard
100001582,36,130323,1,0,1,1,0,1,fewer-opportunities
100001583,24,103181,1,1,1,1,1,3,standard
100001584,31,138307,1,1,1,1,1,3,standard
100001585,29,122564,1,1,1,0,0,3,standard
100001586,28,82351,1,0,1,0,0,1,fewer-opportunities
100001587,34,125351,1,1,1,1,0,3,standard
100001588,26,82940,1,1,1,0,0,3,standard
100001589,21,108029,1,0,1,1,0,1,fewer-opportunities
100001590,63,82734,1,1,2,0,0,0,well-off
100001591,38,116816,1,0,2,0,0,1,fewer-opportunities
100001592,20,113472,1,1,1,0,0,3,standard
100001593,44,143343,1,1,2,1,1,0,well-off
100001594,31,104074,1,1,1,1,1,3,standard
100001595,33,138525,1,0,1,1,1,2,career-focused
100001596,49,106960,1,1,2,0,0,3,standard
100001597,26,108323,1,0,1,1,0,1,fewer-opportunities
100001598,28,95784,1,1,1,1,0,3,standard
100001599,30,140673,1,1,1,1,1,3,standard
100001600,36,104235,1,1,1,1,1,3,standard
100001601,27,54041,1,1,1,0,0,3,standard
100001602,23,107961,0,0,0,0,0,1,fewer-opportunities
100001603,31,113757,0,0,0,1,0,1,fewer-opportunities
100001604,27,94884,1,1,1,1,0,3,standard
100001605,25,126041,1,1,1,1,0,3,standard
100001606,23,64952,1,1,1,0,0,3,standard
100001607,27,66764,0,1,1,0,0,3,standard
100001608,38,67861,1,0,1,0,0,1,fewer-opportunities
100001609,44,113516,0,0,1,0,0,1,fewer-opportunities
100001610,42,46109,1,1,1,0,0,3,standard
100001611,25,103651,1,1,1,0,0,3,standard
100001612,40,75043,0,1,1,0,0,1,fewer-opportunities
100001613,24,116473,1,1,1,0,0,3,standard
100001614,39,96614,1,0,1,0,0,1,fewer-opportunities
100001615,24,66447,0,0,0,0,0,1,fewer-opportunities
100001616,50,119068,1,0,1,1,0,1,fewer-opportunities
100001617,28,122973,1,1,1,0,0,3,standard
100001618,36,81609,1,1,1,0,0,3,standard
